Index,11 Item Level,17 Type
9185,8,13
9186,13,13
9187,15,13
9188,20,13
9189,22,13
9190,23,13
9191,23,13
9192,23,13
9193,26,13
9194,26,13
9195,26,13
9196,30,13
9197,30,13
9198,30,13
9199,31,13
9200,31,13
9201,31,13
9202,34,13
9203,37,13
9204,38,13
9205,38,13
9206,40,13
9207,40,13
9208,40,13
9209,41,13
9210,41,13
9211,43,13
9212,43,13
9213,43,13
9214,43,13
9215,45,13
9216,46,13
9217,46,13
9218,46,13
9219,49,13
9220,55,13
9221,55,13
9222,55,13
9223,55,13
9224,55,13
9225,70,13
9226,70,13
9227,60,13
9228,70,13
9229,75,13
9230,80,13
9231,95,13
9232,100,13
9233,100,13
9234,95,13
9235,95,13
9236,95,13
9237,95,13
9238,70,13
9239,70,13
9240,70,13
9241,90,13
9242,55,13
9243,70,13
9244,90,13
9245,100,13
9246,100,13
9247,110,13
9248,95,13
9249,115,13
9250,90,13
9251,100,13
9252,100,13
9253,110,13
9254,115,13
9257,50,3
9258,55,4
9259,50,7
9260,50,5
9261,50,8
9262,100,3
9263,100,4
9264,100,5
9265,100,7
9266,100,8
9267,100,6
9268,1,3
9269,1,3
9270,1,3
9271,1,3
9272,1,3
9273,1,4
9274,1,7
9275,1,8
9283,1,4
9284,1,7
9285,1,8
9286,1,4
9287,1,7
9288,1,8
9289,1,7
9290,1,3
9291,1,3
9292,1,10
9293,1,9
9294,1,11
9295,1,12
9296,1,3
9297,1,3
9298,1,3
9299,1,3
9300,60,5
9301,60,7
9302,60,8
9303,60,4
9304,60,5
9305,60,7
9306,60,8
9307,70,2
9308,70,2
9309,70,2
9310,70,2
9311,70,2
9312,70,2
9313,70,2
9314,70,2
9315,70,2
9316,70,2
9317,55,4
9318,1,9
9319,1,9
9381,55,12
9382,34,12
9460,1,3
9467,120,3
9468,120,4
9469,120,5
9470,120,7
9471,120,8
9472,120,6
9473,130,3
9474,130,4
9475,130,5
9476,130,7
9477,130,8
9478,130,6
9479,130,3
9480,130,4
9481,130,5
9482,130,7
9483,130,8
9484,130,6
9485,110,3
9486,110,4
9487,110,5
9488,110,7
9489,110,8
9490,110,6
9491,125,1
9492,125,13
9493,125,13
9494,125,13
9495,125,13
9496,125,13
9497,125,13
9498,125,13
9499,125,13
9500,125,2
9501,125,13
9545,1,11
9546,1,11
9547,1,11
9548,115,2
9549,115,1
9550,115,13
9551,115,13
9552,115,13
9553,115,13
9554,115,13
9555,115,13
9556,115,13
9557,115,13
9558,115,13
9630,200,3
9631,200,4
9632,200,5
9633,200,7
9634,200,8
9635,200,3
9636,200,4
9637,200,5
9638,200,7
9639,200,8
9640,200,3
9641,200,4
9642,200,5
9643,200,7
9644,200,8
9645,5,4
9646,5,5
9647,5,7
9648,5,8
9649,5,4
9650,5,5
9651,5,7
9652,5,8
9901,120,3
9902,120,4
9903,120,5
9904,120,7
9905,120,8
9906,120,6
9907,120,3
9908,120,4
9909,120,5
9910,120,7
9911,120,8
9912,120,6
9913,120,3
9914,120,4
9915,120,5
9916,120,7
9917,120,8
9918,120,6
9919,120,3
9920,120,4
9921,120,5
9922,120,7
9923,120,8
9924,120,6
9925,120,3
9926,120,4
9927,120,5
9928,120,7
9929,120,8
9930,120,6
9931,120,3
9932,120,4
9933,120,5
9934,120,7
9935,120,8
9936,120,6
9937,120,3
9938,120,4
9939,120,5
9940,120,7
9941,120,8
9942,120,6
9943,100,3
9944,100,4
9945,100,5
9946,100,7
9947,100,8
9948,100,6
9949,100,3
9950,100,4
9951,100,5
9952,100,7
9953,100,8
9954,100,6
9955,100,3
9956,100,4
9957,100,5
9958,100,7
9959,100,8
9960,100,6
9961,100,3
9962,100,4
9963,100,5
9964,100,7
9965,100,8
9966,100,6
9967,100,3
9968,100,4
9969,100,5
9970,100,7
9971,100,8
9972,100,6
9973,100,3
9974,100,4
9975,100,5
9976,100,7
9977,100,8
9978,100,6
9979,100,3
9980,100,4
9981,100,5
9982,100,7
9983,100,8
9984,100,6
9985,100,10
9986,100,9
9987,100,11
9988,100,12
9989,100,10
9990,100,9
9991,100,11
9992,100,12
9993,100,10
9994,100,9
9995,100,11
9996,100,12
9997,100,10
9998,100,9
9999,100,11
10000,100,12
10001,100,10
10002,100,9
10003,100,11
10004,100,12
10005,1,4
10006,1,5
10007,1,7
10008,1,8
10009,1,3
10010,1,4
10011,1,5
10012,1,7
10013,1,8
10014,1,4
10015,1,7
10016,1,4
10017,1,4
10018,1,7
10019,1,4
10020,1,7
10021,1,4
10022,1,7
10023,1,8
10024,50,1
10025,50,13
10026,50,13
10027,50,13
10028,50,13
10029,50,13
10030,50,13
10031,50,13
10032,1,3
10033,1,4
10034,1,5
10035,1,7
10036,1,8
10037,50,3
10038,50,4
10039,50,5
10040,50,7
10041,50,8
10042,1,4
10043,1,5
10044,1,7
10045,1,8
10046,1,5
10047,70,5
10048,70,7
10049,1,3
10050,1,3
10051,1,3
10052,60,4
10053,70,4
10054,135,1
10055,135,13
10056,135,13
10057,135,13
10058,135,13
10059,135,13
10060,135,13
10061,135,13
10062,135,13
10063,135,2
10064,135,13
10065,1,3
10066,1,10
10067,1,9
10068,1,9
10069,1,9
10070,1,9
10111,1,3
10125,1,12
10132,90,1
10133,90,1
10134,90,1
10135,90,1
10136,90,1
10137,90,1
10138,90,1
10139,90,1
10140,90,1
10141,90,1
10142,90,1
10143,1,4
10144,1,7
10145,70,8
10152,50,3
10153,50,4
10154,50,7
10180,200,3
10181,200,4
10182,200,5
10183,200,7
10184,200,8
10185,200,3
10186,200,4
10187,200,5
10188,200,7
10189,200,8
10190,200,3
10191,200,4
10192,200,5
10193,200,7
10194,200,8
10195,200,3
10196,200,4
10197,200,5
10198,200,7
10199,200,8
10200,200,3
10201,200,4
10202,200,5
10203,200,7
10204,200,8
10205,200,3
10206,200,4
10207,200,5
10208,200,7
10209,200,8
10210,200,3
10211,200,4
10212,200,5
10213,200,7
10214,200,8
10215,200,3
10216,200,4
10217,200,5
10218,200,7
10219,200,8
10220,200,3
10221,200,4
10222,200,5
10223,200,7
10224,200,8
10225,200,3
10226,200,4
10227,200,5
10228,200,7
10229,200,8
10230,180,3
10231,180,4
10232,180,5
10233,180,7
10234,180,8
10235,180,3
10236,180,4
10237,180,5
10238,180,7
10239,180,8
10240,180,3
10241,180,4
10242,180,5
10243,180,7
10244,180,8
10245,180,3
10246,180,4
10247,180,5
10248,180,7
10249,180,8
10250,180,3
10251,180,4
10252,180,5
10253,180,7
10254,180,8
10255,180,3
10256,180,4
10257,180,5
10258,180,7
10259,180,8
10260,180,3
10261,180,4
10262,180,5
10263,180,7
10264,180,8
10265,180,3
10266,180,4
10267,180,5
10268,180,7
10269,180,8
10270,180,3
10271,180,4
10272,180,5
10273,180,7
10274,180,8
10275,180,3
10276,180,4
10277,180,5
10278,180,7
10279,180,8
10280,180,3
10281,180,4
10282,180,5
10283,180,7
10284,180,8
10285,200,1
10286,200,2
10287,200,13
10288,200,13
10289,200,13
10290,200,13
10291,200,13
10292,200,13
10293,200,13
10294,200,13
10295,200,13
10296,180,1
10297,180,1
10298,180,1
10299,180,1
10300,180,1
10301,180,1
10302,180,1
10303,180,1
10304,180,1
10305,180,1
10306,180,1
10316,1,4
10317,1,4
10318,1,7
10319,1,7
10320,1,4
10321,1,4
10328,1,3
10329,1,3
10330,1,3
10331,1,9
10337,136,17
10338,136,17
10339,136,17
10340,136,17
10341,136,17
10342,136,17
10343,136,17
10344,136,17
10387,1,3
10388,1,4
10389,1,5
10390,1,7
10391,1,8
10392,1,3
10393,1,4
10394,1,5
10395,1,7
10396,1,8
10397,1,3
10398,1,4
10399,1,3
10400,30,13
10401,34,13
10402,38,13
10403,41,13
10404,45,13
10405,48,13
10406,70,13
10407,70,13
10408,95,13
10409,95,13
10410,95,13
10411,95,13
10412,110,13
10413,55,13
10414,55,13
10415,70,13
10416,90,13
10417,100,13
10418,110,13
10419,31,13
10420,31,13
10421,31,13
10422,40,13
10423,40,13
10424,40,13
10425,43,13
10426,43,13
10427,43,13
10428,46,13
10429,46,13
10430,46,13
10431,55,13
10432,55,13
10433,55,13
10434,70,13
10435,70,13
10436,70,13
10437,37,13
10438,43,13
10439,49,13
10440,34,13
10441,38,13
10442,41,13
10443,45,13
10444,60,13
10445,70,13
10446,75,13
10447,80,13
10448,95,13
10449,100,13
10450,100,13
10451,110,13
10452,115,13
10453,90,13
10454,95,13
10455,115,13
10456,135,13
10458,100,13
10459,110,13
10460,120,13
10461,130,13
10462,30,13
10463,34,13
10464,38,13
10465,41,13
10466,45,13
10467,48,13
10468,70,13
10469,70,13
10470,95,13
10471,95,13
10472,95,13
10473,95,13
10474,110,13
10475,55,13
10476,55,13
10477,70,13
10478,90,13
10479,100,13
10480,110,13
10481,31,13
10482,31,13
10483,31,13
10484,40,13
10485,40,13
10486,40,13
10487,43,13
10488,43,13
10489,43,13
10490,46,13
10491,46,13
10492,46,13
10493,55,13
10494,55,13
10495,55,13
10496,70,13
10497,70,13
10498,70,13
10499,37,13
10500,43,13
10501,49,13
10502,34,13
10503,38,13
10504,41,13
10505,45,13
10506,60,13
10507,70,13
10508,75,13
10509,80,13
10510,95,13
10511,100,13
10512,100,13
10513,110,13
10514,115,13
10515,90,13
10516,95,13
10517,115,13
10518,135,13
10520,100,13
10521,110,13
10522,120,13
10523,130,13
10524,30,13
10525,34,13
10526,38,13
10527,41,13
10528,45,13
10529,48,13
10530,70,13
10531,70,13
10532,95,13
10533,95,13
10534,95,13
10535,95,13
10536,110,13
10537,55,13
10538,55,13
10539,70,13
10540,90,13
10541,100,13
10542,110,13
10543,31,13
10544,31,13
10545,31,13
10546,40,13
10547,40,13
10548,40,13
10549,43,13
10550,43,13
10551,43,13
10552,46,13
10553,46,13
10554,46,13
10555,55,13
10556,55,13
10557,55,13
10558,70,13
10559,70,13
10560,70,13
10561,37,13
10562,43,13
10563,49,13
10564,34,13
10565,38,13
10566,41,13
10567,45,13
10568,60,13
10569,70,13
10570,75,13
10571,80,13
10572,95,13
10573,100,13
10574,100,13
10575,110,13
10576,115,13
10577,90,13
10578,95,13
10579,115,13
10580,135,13
10582,100,13
10583,110,13
10584,120,13
10585,130,13
10586,115,1
10587,125,1
10588,133,1
10589,139,1
10590,145,1
10591,150,1
10592,115,13
10593,125,13
10594,133,13
10595,139,13
10596,145,13
10597,150,13
10598,115,13
10599,125,13
10600,133,13
10601,139,13
10602,145,13
10603,150,13
10604,115,13
10605,125,13
10606,133,13
10607,139,13
10608,145,13
10609,150,13
10610,115,13
10611,125,13
10612,133,13
10613,139,13
10614,145,13
10615,150,13
10616,115,13
10617,125,13
10618,133,13
10619,139,13
10620,145,13
10621,150,13
10622,115,13
10623,125,13
10624,133,13
10625,139,13
10626,145,13
10627,150,13
10628,115,13
10629,125,13
10630,133,13
10631,139,13
10632,145,13
10633,150,13
10634,115,13
10635,125,13
10636,133,13
10637,139,13
10638,145,13
10639,150,13
10640,115,13
10641,125,13
10642,133,13
10643,139,13
10644,145,13
10645,150,13
10646,115,13
10647,125,13
10648,133,13
10649,139,13
10650,145,13
10651,150,13
10652,115,13
10653,125,13
10654,133,13
10655,139,13
10656,145,13
10657,150,13
10658,115,13
10659,125,13
10660,133,13
10661,139,13
10662,145,13
10663,150,13
10664,115,2
10665,125,2
10666,133,2
10667,139,2
10668,145,2
10669,150,2
10670,115,3
10671,125,3
10672,133,3
10673,139,3
10674,145,3
10675,150,3
10676,180,3
10677,115,4
10678,125,4
10679,133,4
10680,139,4
10681,145,4
10682,150,4
10683,180,4
10684,115,5
10685,125,5
10686,133,5
10687,139,5
10688,145,5
10689,150,5
10690,180,5
10691,115,6
10692,125,6
10693,133,6
10694,139,6
10695,145,6
10696,150,6
10697,180,6
10698,115,7
10699,125,7
10700,133,7
10701,139,7
10702,145,7
10703,150,7
10704,180,7
10705,115,8
10706,125,8
10707,133,8
10708,139,8
10709,145,8
10710,150,8
10711,180,8
10712,115,3
10713,125,3
10714,133,3
10715,139,3
10716,145,3
10717,150,3
10718,180,3
10719,115,4
10720,125,4
10721,133,4
10722,139,4
10723,145,4
10724,150,4
10725,180,4
10726,115,5
10727,125,5
10728,133,5
10729,139,5
10730,145,5
10731,150,5
10732,180,5
10733,115,6
10734,125,6
10735,133,6
10736,139,6
10737,145,6
10738,150,6
10739,180,6
10740,115,7
10741,125,7
10742,133,7
10743,139,7
10744,145,7
10745,150,7
10746,180,7
10747,115,8
10748,125,8
10749,133,8
10750,139,8
10751,145,8
10752,150,8
10753,180,8
10754,115,3
10755,125,3
10756,133,3
10757,139,3
10758,145,3
10759,150,3
10760,180,3
10761,115,4
10762,125,4
10763,133,4
10764,139,4
10765,145,4
10766,150,4
10767,180,4
10768,115,5
10769,125,5
10770,133,5
10771,139,5
10772,145,5
10773,150,5
10774,180,5
10775,115,6
10776,125,6
10777,133,6
10778,139,6
10779,145,6
10780,150,6
10781,180,6
10782,115,7
10783,125,7
10784,133,7
10785,139,7
10786,145,7
10787,150,7
10788,180,7
10789,115,8
10790,125,8
10791,133,8
10792,139,8
10793,145,8
10794,150,8
10795,180,8
10796,115,3
10797,125,3
10798,133,3
10799,139,3
10800,145,3
10801,150,3
10802,180,3
10803,115,4
10804,125,4
10805,133,4
10806,139,4
10807,145,4
10808,150,4
10809,180,4
10810,115,5
10811,125,5
10812,133,5
10813,139,5
10814,145,5
10815,150,5
10816,180,5
10817,115,6
10818,125,6
10819,133,6
10820,139,6
10821,145,6
10822,150,6
10823,180,6
10824,115,7
10825,125,7
10826,133,7
10827,139,7
10828,145,7
10829,150,7
10830,180,7
10831,115,8
10832,125,8
10833,133,8
10834,139,8
10835,145,8
10836,150,8
10837,180,8
10838,115,3
10839,125,3
10840,133,3
10841,139,3
10842,145,3
10843,150,3
10844,180,3
10845,115,4
10846,125,4
10847,133,4
10848,139,4
10849,145,4
10850,150,4
10851,180,4
10852,115,5
10853,125,5
10854,133,5
10855,139,5
10856,145,5
10857,150,5
10858,180,5
10859,115,6
10860,125,6
10861,133,6
10862,139,6
10863,145,6
10864,150,6
10865,180,6
10866,115,7
10867,125,7
10868,133,7
10869,139,7
10870,145,7
10871,150,7
10872,180,7
10873,115,8
10874,125,8
10875,133,8
10876,139,8
10877,145,8
10878,150,8
10879,180,8
10880,115,3
10881,125,3
10882,133,3
10883,139,3
10884,145,3
10885,150,3
10886,180,3
10887,115,4
10888,125,4
10889,133,4
10890,139,4
10891,145,4
10892,150,4
10893,180,4
10894,115,5
10895,125,5
10896,133,5
10897,139,5
10898,145,5
10899,150,5
10900,180,5
10901,115,6
10902,125,6
10903,133,6
10904,139,6
10905,145,6
10906,150,6
10907,180,6
10908,115,7
10909,125,7
10910,133,7
10911,139,7
10912,145,7
10913,150,7
10914,180,7
10915,115,8
10916,125,8
10917,133,8
10918,139,8
10919,145,8
10920,150,8
10921,180,8
10922,115,3
10923,125,3
10924,133,3
10925,139,3
10926,145,3
10927,150,3
10928,180,3
10929,115,4
10930,125,4
10931,133,4
10932,139,4
10933,145,4
10934,150,4
10935,180,4
10936,115,5
10937,125,5
10938,133,5
10939,139,5
10940,145,5
10941,150,5
10942,180,5
10943,115,6
10944,125,6
10945,133,6
10946,139,6
10947,145,6
10948,150,6
10949,180,6
10950,115,7
10951,125,7
10952,133,7
10953,139,7
10954,145,7
10955,150,7
10956,180,7
10957,115,8
10958,125,8
10959,133,8
10960,139,8
10961,145,8
10962,150,8
10963,180,8
10964,115,10
10965,125,10
10966,133,10
10967,139,10
10968,145,10
10969,150,10
10970,115,11
10971,125,11
10972,133,11
10973,139,11
10974,145,11
10975,150,11
10976,115,9
10977,125,9
10978,133,9
10979,139,9
10980,145,9
10981,150,9
10982,115,12
10983,125,12
10984,133,12
10985,139,12
10986,145,12
10987,150,12
10988,115,10
10989,125,10
10990,133,10
10991,139,10
10992,145,10
10993,150,10
10994,115,11
10995,125,11
10996,133,11
10997,139,11
10998,145,11
10999,150,11
11000,115,9
11001,125,9
11002,133,9
11003,139,9
11004,145,9
11005,150,9
11006,115,12
11007,125,12
11008,133,12
11009,139,12
11010,145,12
11011,150,12
11012,115,10
11013,125,10
11014,133,10
11015,139,10
11016,145,10
11017,150,10
11018,115,11
11019,125,11
11020,133,11
11021,139,11
11022,145,11
11023,150,11
11024,115,9
11025,125,9
11026,133,9
11027,139,9
11028,145,9
11029,150,9
11030,115,12
11031,125,12
11032,133,12
11033,139,12
11034,145,12
11035,150,12
11036,115,10
11037,125,10
11038,133,10
11039,139,10
11040,145,10
11041,150,10
11042,115,11
11043,125,11
11044,133,11
11045,139,11
11046,145,11
11047,150,11
11048,115,9
11049,125,9
11050,133,9
11051,139,9
11052,145,9
11053,150,9
11054,115,12
11055,125,12
11056,133,12
11057,139,12
11058,145,12
11059,150,12
11060,115,10
11061,125,10
11062,133,10
11063,139,10
11064,145,10
11065,150,10
11066,115,11
11067,125,11
11068,133,11
11069,139,11
11070,145,11
11071,150,11
11072,115,9
11073,125,9
11074,133,9
11075,139,9
11076,145,9
11077,150,9
11078,115,12
11079,125,12
11080,133,12
11081,139,12
11082,145,12
11083,150,12
11084,120,1
11085,120,13
11086,120,13
11087,120,13
11088,120,13
11089,120,13
11090,120,13
11091,120,13
11092,120,13
11093,120,13
11094,120,13
11095,120,13
11096,120,13
11097,120,2
11098,120,3
11099,120,3
11100,120,3
11101,120,3
11102,120,3
11103,120,3
11104,120,3
11105,120,4
11106,120,4
11107,120,4
11108,120,4
11109,120,4
11110,120,4
11111,120,4
11112,120,5
11113,120,5
11114,120,5
11115,120,5
11116,120,5
11117,120,5
11118,120,5
11119,120,6
11120,120,6
11121,120,6
11122,120,6
11123,120,6
11124,120,6
11125,120,6
11126,120,7
11127,120,7
11128,120,7
11129,120,7
11130,120,7
11131,120,7
11132,120,7
11133,120,8
11134,120,8
11135,120,8
11136,120,8
11137,120,8
11138,120,8
11139,120,8
11140,130,1
11141,130,13
11142,130,13
11143,130,13
11144,130,13
11145,130,13
11146,130,13
11147,130,13
11148,130,13
11149,130,13
11150,130,13
11151,130,13
11152,130,13
11153,130,2
11154,130,3
11155,130,3
11156,130,3
11157,130,3
11158,130,3
11159,130,3
11160,130,3
11161,130,4
11162,130,4
11163,130,4
11164,130,4
11165,130,4
11166,130,4
11167,130,4
11168,130,5
11169,130,5
11170,130,5
11171,130,5
11172,130,5
11173,130,5
11174,130,5
11175,130,6
11176,130,6
11177,130,6
11178,130,6
11179,130,6
11180,130,6
11181,130,6
11182,130,7
11183,130,7
11184,130,7
11185,130,7
11186,130,7
11187,130,7
11188,130,7
11189,130,8
11190,130,8
11191,130,8
11192,130,8
11193,130,8
11194,130,8
11195,130,8
11196,136,1
11197,136,13
11198,136,13
11199,136,13
11200,136,13
11201,136,13
11202,136,13
11203,136,13
11204,136,13
11205,136,13
11206,136,13
11207,136,13
11208,136,13
11209,136,2
11210,136,3
11211,136,3
11212,136,3
11213,136,3
11214,136,3
11215,136,3
11216,136,3
11217,136,4
11218,136,4
11219,136,4
11220,136,4
11221,136,4
11222,136,4
11223,136,4
11224,136,5
11225,136,5
11226,136,5
11227,136,5
11228,136,5
11229,136,5
11230,136,5
11231,136,6
11232,136,6
11233,136,6
11234,136,6
11235,136,6
11236,136,6
11237,136,6
11238,136,7
11239,136,7
11240,136,7
11241,136,7
11242,136,7
11243,136,7
11244,136,7
11245,136,8
11246,136,8
11247,136,8
11248,136,8
11249,136,8
11250,136,8
11251,136,8
11252,142,1
11253,142,13
11254,142,13
11255,142,13
11256,142,13
11257,142,13
11258,142,13
11259,142,13
11260,142,13
11261,142,13
11262,142,13
11263,142,13
11264,142,13
11265,142,2
11266,142,3
11267,142,3
11268,142,3
11269,142,3
11270,142,3
11271,142,3
11272,142,3
11273,142,4
11274,142,4
11275,142,4
11276,142,4
11277,142,4
11278,142,4
11279,142,4
11280,142,5
11281,142,5
11282,142,5
11283,142,5
11284,142,5
11285,142,5
11286,142,5
11287,142,6
11288,142,6
11289,142,6
11290,142,6
11291,142,6
11292,142,6
11293,142,6
11294,142,7
11295,142,7
11296,142,7
11297,142,7
11298,142,7
11299,142,7
11300,142,7
11301,142,8
11302,142,8
11303,142,8
11304,142,8
11305,142,8
11306,142,8
11307,142,8
11308,148,1
11309,148,13
11310,148,13
11311,148,13
11312,148,13
11313,148,13
11314,148,13
11315,148,13
11316,148,13
11317,148,13
11318,148,13
11319,148,13
11320,148,13
11321,148,2
11322,148,3
11323,148,3
11324,148,3
11325,148,3
11326,148,3
11327,148,3
11328,148,3
11329,148,4
11330,148,4
11331,148,4
11332,148,4
11333,148,4
11334,148,4
11335,148,4
11336,148,5
11337,148,5
11338,148,5
11339,148,5
11340,148,5
11341,148,5
11342,148,5
11343,148,6
11344,148,6
11345,148,6
11346,148,6
11347,148,6
11348,148,6
11349,148,6
11350,148,7
11351,148,7
11352,148,7
11353,148,7
11354,148,7
11355,148,7
11356,148,7
11357,148,8
11358,148,8
11359,148,8
11360,148,8
11361,148,8
11362,148,8
11363,148,8
11364,160,1
11365,160,13
11366,160,13
11367,160,13
11368,160,13
11369,160,13
11370,160,13
11371,160,13
11372,160,13
11373,160,13
11374,160,13
11375,160,13
11376,160,13
11377,160,2
11378,160,3
11379,160,3
11380,160,3
11381,160,3
11382,160,3
11383,160,3
11384,160,3
11385,160,4
11386,160,4
11387,160,4
11388,160,4
11389,160,4
11390,160,4
11391,160,4
11392,160,5
11393,160,5
11394,160,5
11395,160,5
11396,160,5
11397,160,5
11398,160,5
11399,160,6
11400,160,6
11401,160,6
11402,160,6
11403,160,6
11404,160,6
11405,160,6
11406,160,7
11407,160,7
11408,160,7
11409,160,7
11410,160,7
11411,160,7
11412,160,7
11413,160,8
11414,160,8
11415,160,8
11416,160,8
11417,160,8
11418,160,8
11419,160,8
11420,175,1
11421,175,13
11422,175,13
11423,175,13
11424,175,13
11425,175,13
11426,175,13
11427,175,13
11428,175,13
11429,175,13
11430,175,13
11431,175,13
11432,175,13
11433,175,2
11434,190,1
11435,190,13
11436,190,13
11437,190,13
11438,190,13
11439,190,13
11440,190,13
11441,190,13
11442,190,13
11443,190,13
11444,190,13
11445,190,13
11446,190,13
11447,190,2
11448,190,3
11449,190,3
11450,190,3
11451,190,3
11452,190,3
11453,190,3
11454,190,3
11455,190,4
11456,190,4
11457,190,4
11458,190,4
11459,190,4
11460,190,4
11461,190,4
11462,190,5
11463,190,5
11464,190,5
11465,190,5
11466,190,5
11467,190,5
11468,190,5
11469,190,6
11470,190,6
11471,190,6
11472,190,6
11473,190,6
11474,190,6
11475,190,6
11476,190,7
11477,190,7
11478,190,7
11479,190,7
11480,190,7
11481,190,7
11482,190,7
11483,190,8
11484,190,8
11485,190,8
11486,190,8
11487,190,8
11488,190,8
11489,190,8
11490,190,9
11491,190,9
11492,190,9
11493,190,9
11494,190,9
11495,190,10
11496,190,10
11497,190,10
11498,190,10
11499,190,10
11500,190,11
11501,190,11
11502,190,11
11503,190,11
11504,190,11
11505,190,12
11506,190,12
11507,190,12
11508,190,12
11509,190,12
11510,210,1
11511,210,13
11512,210,13
11513,210,13
11514,210,13
11515,210,13
11516,210,13
11517,210,13
11518,210,13
11519,210,13
11520,210,13
11521,210,13
11522,210,13
11523,210,2
11524,210,3
11525,210,3
11526,210,3
11527,210,3
11528,210,3
11529,210,3
11530,210,3
11531,210,4
11532,210,4
11533,210,4
11534,210,4
11535,210,4
11536,210,4
11537,210,4
11538,210,5
11539,210,5
11540,210,5
11541,210,5
11542,210,5
11543,210,5
11544,210,5
11545,210,6
11546,210,6
11547,210,6
11548,210,6
11549,210,6
11550,210,6
11551,210,6
11552,210,7
11553,210,7
11554,210,7
11555,210,7
11556,210,7
11557,210,7
11558,210,7
11559,210,8
11560,210,8
11561,210,8
11562,210,8
11563,210,8
11564,210,8
11565,210,8
11566,210,9
11567,210,9
11568,210,9
11569,210,9
11570,210,9
11571,210,10
11572,210,10
11573,210,10
11574,210,10
11575,210,10
11576,210,11
11577,210,11
11578,210,11
11579,210,11
11580,210,11
11581,210,12
11582,210,12
11583,210,12
11584,210,12
11585,210,12
11586,170,1
11587,170,13
11588,170,13
11589,170,13
11590,170,13
11591,170,13
11592,170,13
11593,170,13
11594,170,13
11595,170,13
11596,170,13
11597,170,13
11598,170,13
11599,170,2
11600,170,3
11601,170,3
11602,170,3
11603,170,3
11604,170,3
11605,170,3
11606,170,3
11607,170,4
11608,170,4
11609,170,4
11610,170,4
11611,170,4
11612,170,4
11613,170,4
11614,170,5
11615,170,5
11616,170,5
11617,170,5
11618,170,5
11619,170,5
11620,170,5
11621,170,6
11622,170,6
11623,170,6
11624,170,6
11625,170,6
11626,170,6
11627,170,6
11628,170,7
11629,170,7
11630,170,7
11631,170,7
11632,170,7
11633,170,7
11634,170,7
11635,170,8
11636,170,8
11637,170,8
11638,170,8
11639,170,8
11640,170,8
11641,170,8
11642,170,9
11643,170,9
11644,170,9
11645,170,9
11646,170,9
11647,170,10
11648,170,10
11649,170,10
11650,170,10
11651,170,10
11652,170,11
11653,170,11
11654,170,11
11655,170,11
11656,170,11
11657,170,12
11658,170,12
11659,170,12
11660,170,12
11661,170,12
11662,180,1
11663,180,13
11664,180,13
11665,180,13
11666,180,13
11667,180,13
11668,180,13
11669,180,13
11670,180,13
11671,180,13
11672,180,13
11673,180,13
11674,180,13
11675,180,2
11676,180,3
11677,180,3
11678,180,3
11679,180,3
11680,180,3
11681,180,3
11682,180,3
11683,180,4
11684,180,4
11685,180,4
11686,180,4
11687,180,4
11688,180,4
11689,180,4
11690,180,5
11691,180,5
11692,180,5
11693,180,5
11694,180,5
11695,180,5
11696,180,5
11697,180,6
11698,180,6
11699,180,6
11700,180,6
11701,180,6
11702,180,6
11703,180,6
11704,180,7
11705,180,7
11706,180,7
11707,180,7
11708,180,7
11709,180,7
11710,180,7
11711,180,8
11712,180,8
11713,180,8
11714,180,8
11715,180,8
11716,180,8
11717,180,8
11718,180,9
11719,180,9
11720,180,9
11721,180,9
11722,180,9
11723,180,10
11724,180,10
11725,180,10
11726,180,10
11727,180,10
11728,180,11
11729,180,11
11730,180,11
11731,180,11
11732,180,11
11733,180,12
11734,180,12
11735,180,12
11736,180,12
11737,180,12
11738,200,6
11739,200,6
11740,200,6
11741,200,6
11742,200,6
11743,200,6
11744,200,6
11745,200,9
11746,200,9
11747,200,9
11748,200,9
11749,200,9
11750,200,10
11751,200,10
11752,200,10
11753,200,10
11754,200,10
11755,200,11
11756,200,11
11757,200,11
11758,200,11
11759,200,11
11760,200,12
11761,200,12
11762,200,12
11763,200,12
11764,200,12
11765,210,1
11766,210,13
11767,210,13
11768,210,13
11769,210,13
11770,210,13
11771,210,13
11772,210,13
11773,210,13
11774,210,13
11775,210,13
11776,210,13
11777,210,13
11778,210,2
11779,210,3
11780,210,4
11781,210,5
11782,210,7
11783,210,8
11784,210,3
11785,210,4
11786,210,5
11787,210,7
11788,210,8
11789,210,3
11790,210,4
11791,210,5
11792,210,7
11793,210,8
11794,210,3
11795,210,4
11796,210,5
11797,210,7
11798,210,8
11799,210,3
11800,210,4
11801,210,5
11802,210,7
11803,210,8
11804,210,3
11805,210,4
11806,210,5
11807,210,7
11808,210,8
11809,210,3
11810,210,4
11811,210,5
11812,210,7
11813,210,8
11814,210,3
11815,210,4
11816,210,5
11817,210,7
11818,210,8
11819,210,3
11820,210,4
11821,210,5
11822,210,7
11823,210,8
11824,210,3
11825,210,4
11826,210,5
11827,210,7
11828,210,8
11829,210,3
11830,210,4
11831,210,5
11832,210,7
11833,210,8
11834,210,3
11835,210,4
11836,210,5
11837,210,7
11838,210,8
11839,210,3
11840,210,4
11841,210,5
11842,210,7
11843,210,8
11844,210,6
11845,210,6
11846,210,6
11847,210,6
11848,210,6
11849,210,6
11850,210,6
11851,210,9
